MlsNumber,LivingArea,MunicipalTax,SchoolTax,LotAssessment,BuildingAssessment,Area
26353018,26 x 50 ft,6079.00,272.00,102200.00,100900.00,26x69
19049715,,,,,,"27,351 SF irr."
12597611,,3256.00,640.00,154000.00,202200.00,27.71 må_
18031538,363.9 MC,2896.00,730.00,,,270.8 MC
16667241,,6280.00,760.00,,,2700 PC
10898217,,4409.00,911.00,137900.00,378100.00,2700 piå_
13809099,,0.00,0.00,,,2707.00 Square Feet
18647231,1475.0 Square Feet,3938.00,836.00,158900.00,339200.00,2717.00 Square Feet
28012379,1350 PC,2315.00,494.00,,,272.9 MC
24060412,232.4 må_,4083.00,828.00,145000.00,395800.00,273.6 må_
28297177,,4079.00,858.00,145000.00,368800.00,273.60 Square metres
26350065,670 SF,1448.00,308.00,,,273.62 SF
26766861,1177 PC,3881.00,847.00,,,2736 PC
27068813,2362 PC,5306.00,1140.00,,,2743 PC
18804363,,3062.00,650.00,,,2744 PC
10629868,,6108.00,1311.00,,,275.4 MC
11837490,,11633.00,2555.00,,,275.5 MC
27452189,,6794.00,1043.00,,,275.9 MC
25132539,740.0 Square Feet,2166.00,452.00,26800.00,231500.00,2755.00 Square Metres
13924759,2200 PC,3658.00,787.00,,,2765 PC
19377286,"1,140 Square Feet",3536.00,668.00,111200.00,260500.00,278.10 Square metres
25498131,,2399.00,460.00,,,278.7 MC
12450381,,5110.00,1102.00,,,2780 PC
17665832,,5680.00,1223.00,148800.00,590500.00,2785 piå_
13860313,,3052.00,550.00,95000.00,243800.00,279.5 må_
23791454,,10651.00,2261.00,,,"28,137 SF irr."
10371100,"1,864 SF",6680.00,1415.00,,,"28,244.5 SF"
16234561,"6,600 SF",24891.00,5347.00,,,"28,567 SF irr."
21814983,977.36 SF,2058.00,453.00,,,"28,858.04 SF"
19167679,,2058.00,501.00,,,2800 PC
21926092,,2809.00,580.00,,,2800 PC
9428556,,2809.00,580.00,,,2800 PC
18199873,,2237.00,433.00,128200.00,126100.00,2800 piå_
22633284,,3224.00,675.00,,,2804 PC
25467519,,3339.00,700.00,,,2808 PC
13435015,,2700.00,700.00,,,281.9 MC
20850103,,2540.00,538.00,152900.00,163000.00,2812.50 Square Feet
11653561,,3993.00,430.00,,,2817 PC
13262508,,3691.00,821.00,,,282.1 MC
26555857,2720 PC,4498.00,930.00,,,282.2 MC
9449995,,6165.00,1228.00,,,282.9 SF
19697668,,15188.00,1121.00,,,2820 PC
13955266,,2540.00,532.00,71100.00,221600.00,2823 piå_
18450749,3280 piå_,3552.00,753.00,173000.00,324000.00,2829 piå_
23929144,,2555.00,1.00,,,283.2 MC
21750744,2830 PC,,,,,2830 PC
23966662,,4295.00,888.00,,,2834 PC
21706076,,3750.00,693.00,105800.00,280400.00,2840.00 Square Feet
16226681,,3807.00,802.00,140100.00,339600.00,2843.00 Square Feet
20110737,,2658.00,465.00,,,285.7 MC
20850916,,3676.00,766.00,,,285.9 SF irr.
24046553,1167 PC,5479.00,1179.00,,,2850 PC
13665795,749 PC,3772.00,794.00,,,2855 PC
18423676,,15448.00,1134.00,212400.00,460400.00,2858.00 Square Feet
27831573,,15448.00,1134.00,212400.00,460400.00,2858.00 Square Feet
13875160,,14990.00,3098.00,,,286.3 MC
22224649,141.4 må_,2563.00,504.00,57300.00,229400.00,286.5 må_
20662749,,2245.00,404.00,97500.00,191100.00,286.90 Square Metres
15260921,,4409.00,964.00,,,2863 PC
14626483,1560 PC,2776.00,553.00,,,2867.5 PC
16453082,428.4 må_,4675.00,886.00,106400.00,400900.00,287.6 må_
22173639,,2262.00,458.00,,,2871 PC
9028420,,0.00,0.00,560600.00,183400.00,2873.64 Square Feet
13970382,3882.0 Square Feet,4310.00,913.00,,,2875.00 Square Feet
23391601,25 x 28 ft,2191.00,446.00,100500.00,171400.00,28x84
20989426,"3,900 SF",11957.00,3427.00,,,"29,363 SF irr."
17144401,,5296.00,1115.00,,,"29,523 SF irr."
24725400,,10790.00,534.00,,,"29,601 SF irr."
22213108,,17584.00,870.00,,,"29,601 SF irr."
10902820,"3,422 SF",7083.00,1398.00,,,"29,884 SF irr."
9593310,,3363.00,461.00,,,2904 PC
21964942,1160 PC,3667.00,833.00,,,2905 PC
20922155,,5709.00,1239.00,,,2906 PC
10188725,1280 PC,2593.00,480.00,,,2908 PC
20804445,1750.0 Square Feet,5677.00,1168.00,247600.00,494600.00,291.30 Square Metres
10269505,57 Square metres,1473.00,309.00,28600.00,156100.00,291.40 Square metres
12177509,476.8 Square Metres,4915.00,1198.00,122500.00,457800.00,291.70 Square Metres
11397957,163 Square metres,3104.00,668.00,153200.00,225000.00,291.80 Square metres
28759328,,3486.00,753.00,,,2912 PC
23016374,,4783.00,889.00,,,292.1 MC
26037227,,3000.00,599.00,87800.00,258200.00,292.60 Square Metres
27642964,,3766.00,708.00,108600.00,278600.00,2920 piå_
15574694,,4080.00,867.00,139200.00,348300.00,2920.00 Square Feet
16270026,,4633.00,853.00,,,2924 PC
27747036,,5544.00,1121.00,,,2925 PC
25097559,,4274.00,788.00,136000.00,394000.00,2928 piå_
18112141,,3100.00,741.00,152500.00,282400.00,293.00 Square Metres
26887890,,3544.00,763.00,,,293.5 MC
25708205,1280 PC,1451.00,299.00,,,2933.2 PC
21095691,,2000.00,475.00,,,2940 PC
19993571,,3846.00,886.00,,,2946 PC
22859228,1440 PC,3025.00,640.00,,,2949.28 PC
28077875,,3361.00,716.00,,,2951 PC
16290078,,2328.00,560.00,101500.00,158800.00,2952.00 Square Feet
21491383,,2383.00,468.00,64000.00,198200.00,296.15 må_
14713561,,7998.00,1110.00,,,296.2 MC
19887599,2480 PC,3924.00,833.00,,,2960 PC
20598013,,3958.00,824.00,107500.00,351400.00,2965 piå_
16613503,,2241.00,473.00,,,297.2 MC
25491632,,3928.00,832.00,193600.00,277200.00,297.9 må_
25411053,1575 PC,3389.00,727.00,,,2970 PC
25424113,1320 PC,2968.00,625.00,,,2987 PC
19361310,2320 PC,3732.00,816.00,,,2988 PC
9076263,,9396.00,1163.00,187000.00,485400.00,299.20 Square Metres
10872396,,2981.00,595.00,80900.00,251600.00,299.50 Square Metres
16773479,,4528.00,932.00,,,299.6 MC
9036236,,3874.00,861.00,,,2995 PC
12264990,3 PC,1611.00,330.00,,,3 PC
12633213,,2724.00,535.00,,,"3,000 SF"
21108550,,3462.00,603.00,,,"3,000 SF"
15672686,"1,045 SF",3632.00,800.00,,,"3,000 SF"
13558313,"2,760 SF",3648.00,714.00,,,"3,000 SF"
12763502,,3917.00,816.00,,,"3,000 SF"
14149305,,4244.00,878.00,,,"3,000 SF"
12713648,,4261.00,887.00,,,"3,000 SF"
17494370,,4306.00,524.00,,,"3,000 SF"
10951838,,4704.00,1012.00,,,"3,000 SF"
10268139,,5479.00,1038.00,,,"3,000 SF"
10816431,,12420.00,2567.00,,,"3,000 SF"
8630154,"1,312 SF",,,,,"3,000 SF"
8630185,"1,312 SF",,,,,"3,000 SF"
15700288,,4119.00,874.00,,,"3,006.36 SF"
17635980,,3271.00,504.00,,,"3,007.5 SF irr."
12034088,,3378.00,628.00,,,"3,013 SF"
21951950,"1,575 SF",3463.00,715.00,,,"3,013.89 SF"
25059716,,3323.00,653.00,,,"3,017 SF"
17861451,,4635.00,1108.00,,,"3,021.4 SF"
27840984,,3588.00,760.00,,,"3,025 SF irr."
12426749,539 SF,826.00,200.00,,,"3,032 SF"
13342052,"1,631 SF",1998.00,398.00,,,"3,032 SF"
24872360,,3419.00,704.00,,,"3,039.73 SF"
21157228,,3990.00,809.00,,,"3,040 SF"
21052625,,3064.00,602.00,,,"3,046.19 SF"
17780658,,7894.00,722.00,,,"3,048 SF"
10825040,,4188.00,835.00,,,"3,050.49 SF"
18905409,,4831.00,999.00,,,"3,060 SF"
25205104,,3743.00,795.00,,,"3,060.18 SF"
16678308,,2025.00,398.00,,,"3,061 SF"
9836098,,4355.00,914.00,,,"3,070 SF"
27912439,,5288.00,1138.00,,,"3,070.94 SF"
20276088,,3615.00,732.00,,,"3,076 SF"
9867945,"4,950 Square Feet",3652.00,727.00,229400.00,232900.00,"3,078.00 Square Feet"
23029692,,1.00,909.00,,,"3,078.4 SF"
16111734,,2371.00,503.00,,,"3,080.63 SF irr."
23215472,,3044.00,630.00,,,"3,083.9 SF"
16336071,"2,450.19 SF",4165.00,882.00,,,"3,086.01 SF"
18456769,,3394.00,706.00,,,"3,087 SF"
28559352,,3849.00,856.00,,,"3,088.17 SF"
16861267,"1,260 SF",3092.00,678.00,,,"3,100 SF irr."
27452105,,4399.00,899.00,,,"3,102.16 SF"
14890462,,3258.00,670.00,,,"3,109 SF"
27987802,,3998.00,822.00,,,"3,112.92 SF irr."
26689959,,3492.00,654.00,,,"3,120 SF"
26829786,,,,,,"3,120 SF"
24137290,"1,600 Square Feet",1673.00,376.00,60900.00,154200.00,"3,120.00 Square Feet"
10625774,"1,872 SF",3601.00,660.00,,,"3,131 SF"
20926583,,3171.00,539.00,,,"3,133.37 SF"
27988941,,1999.00,334.00,,,"3,134.45 SF"
20233286,,3696.00,842.00,,,"3,145 SF"
26394605,,4600.00,900.00,,,"3,145.21 SF"
18379538,,3977.00,374.00,,,"3,146 SF"
20534607,,3676.00,782.00,,,"3,149.52 SF"
19051363,,3524.00,732.00,,,"3,149.63 SF"
22010009,,1786.00,755.00,,,"3,150 SF"
21090412,,4150.00,870.00,,,"3,150 SF"
17726252,"2,790 SF",4624.00,982.00,,,"3,150 SF"
21948469,,5166.00,1076.00,,,"3,153.83 SF"
16259861,,3356.00,1.00,108700.00,236400.00,"3,162.50 Square Feet"
11129128,,1292.00,518.00,,,"3,163.51 SF"
22011613,,2670.00,525.00,,,"3,167 SF"
19734444,,3415.00,631.00,,,"3,167.82 SF irr."
13591392,,3500.00,660.00,,,"3,168 SF"
13364394,,2055.00,897.00,,,"3,171 SF irr."
13668311,,6671.00,1432.00,,,"3,175 SF irr."
26711672,,3018.00,620.00,,,"3,183.9 SF"
27543266,,3200.00,670.00,,,"3,187 SF"
20394404,,4358.00,914.00,,,"3,187 SF irr."
28952355,,2465.00,509.00,,,"3,188 SF"
15755038,,4365.00,808.00,,,"3,189.35 SF"
24719393,,4319.00,864.00,,,"3,194 SF irr."
28791804,,2690.00,471.00,,,"3,196 SF irr."
23405637,"1,508 SF",2482.00,506.00,,,"3,198 SF"
25247269,"2,100 SF",1.00,815.00,,,"3,200 SF"
22600592,,4437.00,917.00,,,"3,200 SF"
25723545,"1,142 SF",,,,,"3,200 SF"
24918892,,4345.00,923.00,,,"3,200 SF irr."
9684659,,4708.00,865.00,,,"3,204 SF"
17156796,10.76 SF,4453.00,732.00,,,"3,207.65 SF"
26795240,"1,136 SF",3917.00,746.00,,,"3,210 SF"
28160695,,3799.00,831.00,,,"3,216.26 SF"
14057398,,5950.00,1142.00,,,"3,216.26 SF irr."
12098531,"2,400 SF",4537.00,771.00,,,"3,217 SF"
24030876,,4500.00,813.00,,,"3,224 SF"
22738696,,3755.00,726.00,,,"3,228 SF"
16625646,,6155.00,1097.00,,,"3,229.17 SF"
18460703,,2307.00,488.00,,,"3,230 SF"
22809790,,2408.00,501.00,94600.00,167600.00,"3,230.00 Square Feet"
12511186,,5981.00,1287.00,,,"3,233.48 SF"
24632369,,2239.00,453.00,,,"3,240 SF"
23991588,,2602.00,511.00,,,"3,240 SF"
9456947,,3093.00,657.00,,,"3,243 SF"
23252434,,4832.00,1023.00,,,"3,249.62 SF"
22966324,,4592.00,973.00,,,"3,250 SF"
19545298,,6280.00,1321.00,,,"3,250 SF"
24256234,"1,248 SF",1894.00,379.00,,,"3,251 SF"
10050619,"1,344 SF",2015.00,416.00,,,"3,258 SF"
9445759,,2261.00,470.00,,,"3,260.71 SF irr."
9835900,,5104.00,932.00,,,"3,264.5 SF irr."
26180611,,2873.00,556.00,,,"3,266 SF"
14057435,"1,040 SF",2987.00,640.00,,,"3,267 SF"
18434746,,3828.00,729.00,,,"3,267 SF"
20282343,,3636.00,809.00,,,"3,270 SF"
21371391,,2355.00,495.00,,,"3,274.38 SF"
24725462,"1,275 SF",1670.00,345.00,,,"3,276 SF"
15448129,,2855.00,750.00,,,"3,276.53 SF"
10764618,"3,072.02 SF",3740.00,676.00,,,"3,277.61 SF irr."
12498499,,3517.00,653.00,,,"3,281 SF"
23269021,"1,504 Square Feet",2554.00,487.00,74800.00,209800.00,"3,282.00 Square Feet"
26275684,,5216.00,1079.00,,,"3,284.07 SF irr."
12809871,,3977.00,789.00,,,"3,285 SF"
16479568,"1,247 SF",4000.00,900.00,,,"3,286 SF"
23074616,,7096.00,1493.00,,,"3,287.3 SF"
17285833,"3,000 SF",4358.00,803.00,,,"3,289.45 SF irr."
24223068,,3909.00,870.00,,,"3,292.68 SF"
12031518,"1,230 Square Feet",3564.00,659.00,122600.00,249400.00,"3,299.00 Square Feet"
28560574,"1,016 SF",1833.00,349.00,,,"3,300 SF"
10439841,,3736.00,734.00,,,"3,300 SF"
9451002,,4442.00,943.00,174800.00,356000.00,"3,301.00 Square Feet"
20446734,,2060.00,409.00,,,"3,302 SF"
10327101,,4222.00,946.00,,,"3,302 SF irr."
27585061,,2543.00,539.00,,,"3,304.5 SF irr."
15371845,915 SF,1637.00,323.00,,,"3,307 SF"
26231891,,2828.00,547.00,,,"3,308 SF irr."
12133370,,4727.00,978.00,,,"3,311 SF"
21586511,,26509.00,772.00,,,"3,311 SF"
13894327,,3096.00,657.00,,,"3,312 SF"
14958496,,3350.00,627.00,,,"3,323.9 SF"
16528437,"1,222 SF",3558.00,586.00,,,"3,331 SF"
13845739,,3242.00,637.00,110100.00,254600.00,"3,336.00 Square Feet"
24603075,,3633.00,764.00,,,"3,337.89 SF"
10121613,,4866.00,948.00,152500.00,422000.00,"3,348.51 Square Feet"
12968208,"2,444.48 SF",4941.00,1017.00,,,"3,349.73 SF"
13396272,,4851.00,970.00,,,"3,350 SF"
11102864,"1,792 SF",2408.00,478.00,,,"3,351 SF irr."
15226427,,3995.00,735.00,,,"3,360 SF"
15963163,,3400.00,776.00,148400.00,300300.00,"3,363.00 Square Feet"
24659638,,8.00,5.00,,,"3,364 SF"
16689162,,3667.00,697.00,,,"3,373 SF"
27734557,"1,953 SF",3341.00,708.00,,,"3,374 SF"
27832858,,2408.00,458.00,,,"3,374.49 SF"
11651807,,4000.00,742.00,,,"3,375 SF"
16868991,,3175.00,672.00,,,"3,375.56 SF irr."
18172339,"1,250 SF",,,,,"3,376.64 SF irr."
28278048,"1,270 SF",,,,,"3,376.64 SF irr."
21567757,,4908.00,1040.00,,,"3,387 SF irr."
24106897,"1,406 Square Feet",2576.00,561.00,148700.00,213900.00,"3,387.40 Square Feet"
24337980,,4405.00,911.00,,,"3,388.48 SF"
22317166,,4054.00,898.00,,,"3,397.09 SF irr."
25554391,,4365.00,897.00,,,"3,398 SF irr."
10957486,,3562.00,758.00,,,"3,398.17 SF"
9139234,,2535.00,528.00,,,"3,400 SF"
22182260,,4443.00,945.00,,,"3,402 SF"
11350642,,2894.00,606.00,,,"3,403.55 SF"
21228599,,1.00,1.00,,,"3,412.16 SF"
28843192,801 SF,619.00,122.00,,,"3,415 SF"
10321391,,2414.00,463.00,,,"3,420 SF"
12608104,"1,729.76 SF",4477.00,942.00,,,"3,425.51 SF"
20636289,,2402.00,505.00,,,"3,429 SF irr."
13696766,"1,627 SF",4647.00,833.00,,,"3,430 SF"
22999762,,2451.00,489.00,,,"3,430.4 SF"
22450253,"1,750 SF",3787.00,731.00,,,"3,431 SF"
23601043,"2,310 SF",4011.00,741.00,,,"3,433 SF"
9888873,,2790.00,577.00,,,"3,437 SF"
13203153,,3716.00,788.00,,,"3,438 SF"
19184668,,3040.00,581.00,,,"3,440 SF"
23813174,,4005.00,400.00,,,"3,440.15 SF"
27568389,,1.00,2.00,,,"3,448 SF irr."
25481073,"1,647 SF",6174.00,1307.00,,,"3,450 SF"
23135326,,5965.00,1142.00,,,"3,451 SF"
22527727,,3550.00,625.00,,,"3,455.22 SF"
14331621,,4020.00,869.00,,,"3,457 SF irr."
27705975,,3334.00,698.00,,,"3,467 SF"
9731679,,2586.00,508.00,,,"3,468 SF irr."
14149937,,223.00,,,,"3,474 SF"
9999345,,2380.00,467.00,,,"3,476 SF"
19191900,,2907.00,628.00,,,"3,481 SF"
17564541,,4269.00,908.00,,,"3,481 SF"
9124556,,4010.00,853.00,,,"3,483 SF"
28663100,,4858.00,773.00,183000.00,285200.00,"3,486.00 Square Feet"
26704991,,2731.00,561.00,,,"3,487 SF"
18399770,"1,075 SF",2434.00,501.00,,,"3,487 SF irr."
27687024,,1943.00,390.00,,,"3,487.51 SF"
10262422,,3077.00,656.00,,,"3,488.58 SF irr."
16141706,,6233.00,652.00,,,"3,494 SF"
16157112,,4210.00,895.00,,,"3,497 SF"
10331065,,3502.00,708.00,,,"3,498 SF"
25711902,,2503.00,509.00,,,"3,498.27 SF"
13204788,,1969.00,387.00,,,"3,500 SF"
27667030,"2,422.86 SF",3656.00,640.00,,,"3,500 SF"
19231239,"1,300 SF",4100.00,700.00,,,"3,500 SF"
20706446,,4010.00,760.00,,,"3,500 SF irr."
16550797,,2375.00,497.00,,,"3,500.42 SF"
22590930,,6657.00,1087.00,,,"3,500.42 SF"
20475094,,7908.00,747.00,,,"3,510 SF"
10589723,,,,,,"3,510.00 Square Feet"
28889936,,3075.00,743.00,,,"3,513 SF"
21151038,,2602.00,541.00,,,"3,514 SF irr."
19532385,,4931.00,909.00,,,"3,515.17 SF"
24792236,,2464.00,516.00,,,"3,516.57 SF irr."
19873520,,1968.00,414.00,,,"3,519.45 SF"
12476532,,2251.00,445.00,,,"3,519.8 SF"
27658176,,5588.00,484.00,,,"3,520 SF"
15576079,,2287.00,479.00,,,"3,524 SF"
27235684,"3,132 SF",5250.00,780.00,,,"3,525 SF"
12701498,,4312.00,916.00,,,"3,528 SF"
22981835,,2678.00,537.00,,,"3,533 SF"
22981721,,2275.00,461.00,,,"3,533 SF irr."
21401540,,2743.00,543.00,,,"3,539 SF"
23681059,211 Square metres,4262.00,917.00,189000.00,338600.00,"3,540.00 Square Feet"
21287419,,14511.00,2904.00,,,"3,554.9 SM"
21348532,,3139.00,661.00,,,"3,555 SF"
23929638,,5609.00,1040.00,,,"3,555 SF"
13488167,,3772.00,601.00,,,"3,561.78 SF"
14007817,,8048.00,1797.00,,,"3,561.78 SF"
15424098,,4735.00,987.00,,,"3,562 SF"
10538898,,4305.00,885.00,,,"3,562.5 SF"
23879146,,3320.00,683.00,,,"3,565.01 SF"
28956121,"1,200 SF",3442.00,685.00,,,"3,580.08 SF"
13474239,,2431.00,500.00,,,"3,581.15 SF"
17294718,"1,187 SF",3244.00,298.00,,,"3,586 SF"
18572757,,3271.00,676.00,,,"3,590.8 SF"
19702231,,2124.00,437.00,,,"3,595.15 SF"
11246064,,3431.00,710.00,,,"3,596 SF"
26772638,,5017.00,1171.00,,,"3,599.13 SF irr."
9385480,"1,050 SF",2030.00,387.00,,,"3,600 SF"
17673226,,2500.00,407.00,,,"3,600 SF"
12128639,,3065.00,603.00,,,"3,600 SF"
26417793,,3320.00,705.00,,,"3,600 SF"
28768175,"2,320 SF",3529.00,785.00,,,"3,600 SF"
14005192,,3744.00,711.00,,,"3,600 SF"
26549183,,4385.00,918.00,,,"3,600 SF"
18981190,"4,000 SF",5201.00,957.00,,,"3,600 SF"
18559161,,2766.00,600.00,,,"3,600 SF irr."
14749917,,2398.00,499.00,,,"3,600.5 SF"
12343757,,2750.00,559.00,,,"3,600.53 SF"
23071972,,3748.00,771.00,,,"3,600.53 SF"
10218833,,3271.00,643.00,,,"3,610 SF"
26638030,,4300.00,908.00,,,"3,614.28 SF"
28312629,,2784.00,581.00,,,"3,616 SF"
26922033,,4561.00,986.00,,,"3,619 SF"
9337273,,3970.00,798.00,,,"3,619 SF irr."
19349909,"2,158 SF",4036.00,750.00,,,"3,622 SF"
16076816,,4350.00,921.00,,,"3,622 SF"
21273439,,2322.00,457.00,,,"3,628 SF"
13433442,,2563.00,522.00,,,"3,630 SF"
23292140,,4518.00,833.00,,,"3,635 SF irr."
17369004,,2385.00,456.00,,,"3,636 SF irr."
20400783,,2708.00,529.00,,,"3,640.35 SF"
22282133,,3370.00,737.00,,,"3,642 SF irr."
22296803,,2558.00,503.00,,,"3,644 SF irr."
24646161,,2829.00,460.00,,,"3,649.00 Square Feet"
11032773,752 SF,1521.00,288.00,,,"3,650 SF"
26125964,,4501.00,954.00,,,"3,650 SF irr."
13133950,,2389.00,901.00,,,"3,651.12 SF"
10370592,,4146.00,778.00,,,"3,654 SF irr."
16719006,"1,460 SF",4469.00,827.00,,,"3,657 SF irr."
14287659,,3889.00,827.00,,,"3,658.65 SF irr."
14184871,"2,100 SF",3052.00,628.00,,,"3,660 SF"
25535177,"10,980 SF",21582.00,2150.00,,,"3,660 SF"
22405911,,10857.00,2244.00,,,"3,662 SF"
9146337,,74807.00,3837.00,991100.00,1655900.00,"3,670.90 Square metres"
14865298,,3978.00,807.00,,,"3,671.57 SF irr."
14414168,"1,566 SF",5497.00,679.00,,,"3,677 SF irr."
20752375,,2800.00,428.00,,,"3,680 SF"
27647067,,5450.00,1128.00,,,"3,681 SF"
19303560,,3828.00,692.00,,,"3,682 SF irr."
23590081,,2937.00,575.00,,,"3,683.41 SF"
9335899,,3188.00,623.00,,,"3,685 SF irr."
23455589,,3528.00,1.00,,,"3,690.00 Square Feet"
19546098,,4051.00,768.00,,,"3,695 SF"
22065343,,4652.00,989.00,,,"3,696.33 SF"
25814215,,,,,,"3,697.5 SF irr."
22202611,"2,527 SF",4899.00,1055.00,,,"3,701.71 SF"
11516800,,6475.00,1370.00,,,"3,706.01 SF"
15306336,"2,176 SF",4785.00,808.00,,,"3,711.72 SF"
21471022,,,,,,"3,713.55 SF irr."
9248038,"1,350.87 SF",3.00,3.00,,,"3,715.7 SF"
12902380,"1,350.87 SF",8.00,3.00,,,"3,715.7 SF"
17454825,,3427.00,754.00,,,"3,720 SF"
23933521,,3537.00,748.00,,,"3,720 SF"
20930769,,2248.00,442.00,,,"3,722 SF irr."
9890595,767.5 SF,1932.00,414.00,,,"3,730 SF"
27381894,668 SF,1414.00,291.00,,,"3,731.5 SF"
10672825,,4536.00,1009.00,,,"3,734.97 SF"
25618842,,3412.00,726.00,,,"3,735 SF"
13882798,,3715.00,871.00,,,"3,736.15 SF"
27192237,,2204.00,434.00,,,"3,741 SF"
22210430,,3609.00,763.00,,,"3,742 SF"
19670467,,4347.00,924.00,,,"3,742 SF"
10006251,"1,536 SF",2783.00,547.00,,,"3,742.61 SF"
28882893,,2820.00,541.00,,,"3,750 SF"
24934964,,2994.00,627.00,,,"3,750 SF"
9085751,,3012.00,578.00,,,"3,750 SF"
24000505,,3049.00,620.00,,,"3,750 SF"
28448286,,4546.00,866.00,,,"3,750 SF"
15997947,,4802.00,1019.00,,,"3,750 SF"
22417874,,4047.00,859.00,219500.00,287400.00,"3,750.00 Square Feet"
22143557,,2847.00,575.00,,,"3,750.15 SF"
15032486,,3600.00,747.00,,,"3,750.15 SF"
16523450,,2856.00,564.00,,,"3,750.15 SF irr."
17867447,,3673.00,690.00,,,"3,758 SF"
12338412,,3075.00,607.00,,,"3,760.91 SF irr."
17463401,"2,800 Square Feet",3120.00,640.00,178400.00,203100.00,"3,765.00 Square Feet"
19256519,"2,400 SF",4188.00,1001.00,,,"3,772 SF"
26255093,,4083.00,574.00,,,"3,773 SF"
9763742,"4,242 SF",5678.00,507.00,,,"3,775 SF irr."
23967760,,2819.00,590.00,,,"3,777 SF"
10392862,,2053.00,392.00,,,"3,778 SF irr."
13471815,,4235.00,900.00,,,"3,780 SF"
27726025,,4276.00,900.00,,,"3,780 SF"
21287027,,4779.00,1016.00,,,"3,780 SF"
28919000,,1.00,814.00,,,"3,780.29 SF"
24975489,822 SF,2856.00,627.00,,,"3,780.29 SF"
17001702,,3073.00,647.00,,,"3,780.29 SF"
22681907,,3815.00,812.00,,,"3,780.29 SF"
27076228,,1.00,1.00,,,"3,783.51 SF"
24109973,"1,400.38 SF",1.00,1.00,,,"3,783.51 SF"
15602986,,3177.00,665.00,,,"3,784 SF irr."
19386230,"1,192.96 SF",3799.00,855.00,,,"3,784.59 SF"
19060981,,4600.00,905.00,,,"3,787.82 SF"
26302039,,5315.00,1028.00,,,"3,788.9 SF"
28088567,,4220.00,911.00,,,"3,789 SF"
28318657,,2452.00,470.00,,,"3,796 SF"
27290224,,6601.00,490.00,,,"3,796 SF"
27117769,,5013.00,990.00,,,"3,797 SF"
12728830,,4285.00,958.00,,,"3,797.2 SF"
27396370,,1866.00,396.00,,,"3,799.66 SF"
18759027,,2509.00,614.00,,,"3,800 SF"
23298877,,4952.00,991.00,,,"3,800 SF"
11542837,,1341.00,139.00,,,"3,807.19 SF"
28791336,"1,845 SF",6267.00,1221.00,,,"3,813 SF"
19254170,,3594.00,604.00,,,"3,815 SF"
14093675,,3371.00,631.00,,,"3,821.6 SF irr."
16085124,,3796.00,735.00,,,"3,823 SF"
22990941,"1,499.7 SF",4434.00,862.00,,,"3,824.95 SF"
13715610,,3473.00,687.00,,,"3,825 SF"
28528763,,4970.00,1122.00,,,"3,825 SF irr."
10577982,,5490.00,1163.00,,,"3,827 SF irr."
28657354,,3607.00,736.00,,,"3,833.24 SF"
15724745,,3292.00,675.00,,,"3,837 SF"
14809274,,4580.00,950.00,,,"3,839 SF"
25689225,,30526.00,1677.00,,,"3,841 SF irr."
24629078,,3032.00,650.00,,,"3,842.72 SF"
10795598,,5321.00,1029.00,,,"3,842.72 SF"
16060017,,2336.00,473.00,,,"3,845.95 SF"
19209972,,7172.00,1281.00,,,"3,862 SF"
24103173,,,,,,"3,866.4 SF"
18871630,,6579.00,1317.00,287700.00,511800.00,"3,871.00 Square Feet"
9379520,,28014.00,1683.00,,,"3,872.85 SF irr."
19150982,,5353.00,1107.00,,,"3,874 SF"
9184092,,,,,,"3,875 SF"
11418048,,3713.00,690.00,,,"3,876 SF irr."
19290544,,2800.00,428.00,,,"3,881 SF"
23892610,,44524.00,2252.00,261800.00,1225200.00,"3,885.00 Square Feet"
25293198,"1,463 SF",4852.00,1016.00,,,"3,886.85 SF irr."
15852506,,2304.00,457.00,,,"3,888 SF"
24200640,,2464.00,481.00,,,"3,890 SF"
11349949,802 SF,938.00,165.00,,,"3,898 SF"
19735406,822 SF,1033.00,182.00,,,"3,898 SF"
21086571,841 SF,1062.00,187.00,,,"3,898 SF"
20418352,844 SF,1092.00,192.00,,,"3,898 SF"
28487087,"1,440 Square Feet",2636.00,1000.00,,,"3,898.00 Square Feet"
22527395,,2557.00,536.00,,,"3,899.76 SF"
21289607,,3883.00,755.00,,,"3,900 SF"
10229387,,2609.00,549.00,153600.00,171900.00,"3,900.00 Square Feet"
22142350,,4288.00,908.00,,,"3,900.00 Square Feet"
18999127,,4088.00,842.00,,,"3,914.83 SF"
15981658,,2532.00,532.00,,,"3,926.67 SF"
20396071,,2846.00,546.00,,,"3,939 SF"
9779676,,3018.00,613.00,,,"3,944 SF"
16562168,,1782.00,355.00,,,"3,948.2 SF irr."
11900533,,4471.00,1033.00,,,"3,950.36 SF"
22720115,"1,344 SF",4354.00,926.00,,,"3,952 SF"
25131892,,4819.00,787.00,,,"3,954.66 SF irr."
16069254,,3822.00,786.00,,,"3,955.74 SF"
12263590,,3847.00,866.00,157100.00,350900.00,"3,956.00 Square Feet"
24934055,,4654.00,862.00,,,"3,960 SF"
16927000,,3261.00,706.00,,,"3,960.04 SF"
