"MlsNumber","LivingArea","YearBuilt","MunicipalTax","SchoolTax","CondoFees","HeatingEnergy","HeatingSystem","Proximity","SewageSystem","LotAssessment","BuildingAssessment","Pool","View","Garage","Parking","Zoning","Area","WaterSupply","LotDepth","LotFrontage","MunicipalAssessment","FloorCovering","Topography","Insurance"
"22011613",,"1984","$2,670.00","$525.00",,"Electricity",,"Park, Elementary school, Public transportation, Highway, Bicycle path, High school","Municipality",,,,,"Single width, Built-in","Driveway : 1, Garage : 1",,"3,167 SF","Municipality",,,"$298,600.00",,,
"22020188","1000.0 Square Feet","2012","$0.00","$0.00","$318.00 Monthly","Electricity","Electric baseboard units",,"Municipality",,,,,,,"RESI",,"Municipality",,,,,,
"22021704","101.5 Square Metres","1988","$2,664.00","$554.00","$238.00 Monthly","Electricity","Electric baseboard units","Park, Bicycle path, High school, Public transportation","Municipality","$118,700.00","$223,300.00",,,,"Driveway, Garage","RESI",,"Municipality",,,,,,
"22021820",,"1961","$2,593.00","$551.00",,"Electricity",,"Bicycle path, High school, Public transportation, Elementary school, Park, Hospital","Municipality",,,,,"Single width, Heated, Built-in","Garage : 1","Residential","1,699.62 SF","Municipality",,,"$298,700.00","Wood, Ceramic",,
"22049326","84.4 Square Metres","1989","$3,200.00","$709.00","$350.00 Monthly","Electricity","Electric baseboard units","Highway, CEGEP, Hospital, Metro, Park, Bicycle path, Elementary school, High school, Commuter train, Public transportation, University","Municipality","$56,800.00","$327,200.00","Indoor","View of the mountain","Single width","Garage","RESI",,"Municipality",,,,,,
"22060815","917 SF","1984","$1,318.00","$259.00",,"Electricity",,"High school, Public transportation, Centre d'achat, resto, �picerie, clinique, ar�na, Park, Elementary school, Highway","Municipality",,,,,,"Driveway : 1",,"N/A","Municipality",,,"$140,800.00",,,
"22075719","2,420 SF","2008","$5,353.00","$1,174.00",,,,,"Municipality",,,,,"Double width or more","Garage : 2Garage : 2",,"N/A","Municipality",,,"$666,800.00",,,
"22078550","962 SF","2013",,,,"Natural gas",,"Commuter train, Park, Elementary school, Hospital, Public transportation, Bicycle path, High school, Golf, Cross-country skiing, Highway","Municipality",,,,,"Single width, Built-in, Heated","Garage : 1",,"N/A","Municipality",,,,,"Flat",
"22093421","3,360 SF","1969","$5,500.00","$1,170.00",,"Electricity",,"CEGEP, Highway, Hospital, High school, Bicycle path, Elementary school, Park, Public transportation","Municipality",,,,,"Heated, Attached, Single width","Driveway : 2, Garage : 1","Residential","5,110 SF irr.","Municipality",,,"$640,000.00","Wood, Marble, Ceramic","Flat","$1,468.00"
"22107771","1,190 SF","1900","$1,959.00","$457.00",,"Electricity",,"Elementary school, Metro, Public transportation, Park, Bicycle path","Municipality",,,,,,"License tag : 1","Residential","1,236 SF irr.","Municipality",,,"$246,000.00","Parquetry",,
"22127596","617.0 Square Feet","2010","$2,230.00","$456.00","$213.00 Monthly","Electricity","Electric baseboard units","Highway, CEGEP, Hospital, Metro, Park, Bicycle path, Commuter train, Public transportation, University","Municipality","$25,700.00","$232,700.00","On the roof, Common spa","Panoramic, View of the city","Single width","Garage",,,"Municipality",,,,,,
"22133507","914.93 SF","2011","$1,804.00","$263.00",,"Electricity",,"Hospital, High school, Bicycle path, Metro, Highway, Park, Elementary school, Public transportation","Municipality",,,,,"Built-in","Garage : 1",,"11,969.47 SF irr.","Municipality",,,"$220,800.00",,"Flat",
"22144584","710.0 Square Feet","2012","$2,018.00","$212.00","$208.00 Monthly","Electricity","Electric baseboard units","Highway, Golf, Park, Bicycle path, Elementary school, Public transportation","Municipality",,,"Heated, Indoor, Common spa",,"Single width","Garage",,,"Municipality",,,,,,
"22149438","520.0 Square Feet",,"$1,599.00","$299.00","$83.00 Monthly",,"Hot water, Electric baseboard units","Highway, CEGEP, Hospital, Metro, Park, Bicycle path, Elementary school, High school, Commuter train, Public transportation, University","Municipality",,,,,,,"RESI",,"Municipality",,,,,,
"22155817",,"1950","$5,256.00","$1,088.00",,"Dual energy, Electricity, Heating oil",,"High school, Public transportation, Park, CEGEP, Elementary school","Municipality",,,"Above-ground",,"Detached","Garage : 1, Driveway : 3","Residential","4,560 SF","Municipality",,,"$611,800.00","Wood, Carpet, Ceramic",,
"22171141","1,136 SF","1933","$2,843.00","$619.00",,"Electricity, Dual energy, Natural gas",,"Hospital, Highway, Bicycle path, University, Elementary school, Public transportation, CEGEP, High school, Park, Metro","Municipality",,,,,,,,"N/A","Municipality",,,"$351,900.00",,,
"22174664",,"1970","$4,357.00","$795.00",,"Electricity",,,"Municipality",,,,,,"Driveway : 4","Residential","N/A","Municipality",,,"$440,000.00",,,"$2,000.00"
"22176287","1,845.34 SF","1998","$3,196.00","$651.00",,,,,"Municipality",,,,,,,,"N/A","Municipality",,,"$407,200.00",,,
"22180909","995.66 SF","1910","$882.00","$342.00",,"Electricity",,"University, Park, CEGEP, Metro, Elementary school, Golf, Public transportation, High school, Hospital, Highway, Bicycle path","Municipality",,,,,,"Driveway : 1",,"N/A","Municipality",,,"$225,600.00",,,
"22182783","585.0 Square Feet",,"$0.00","$0.00","$176.00 Monthly","Electricity","Electric baseboard units","Highway, CEGEP, Hospital, Metro, Park, Bicycle path, Elementary school, High school, Commuter train, Public transportation, University","Municipality",,,"Phase 2","View of the water, View of the mountain, View of the city",,,"RESI",,"Municipality",,,,,,
"22187061","3475.0 Square Feet","1989","$7,776.00","$1,636.00",,"Electricity","Forced air","CEGEP, Hospital, Metro, Park, Elementary school, High school, Commuter train, Public transportation, University","Municipality","$239,500.00","$721,000.00",,,"Heated, Double width or more, Built-in","Driveway, Garage","RESI","504.30 Square Metres","Municipality","27.55 Metre","16.76 Metre",,,,
"22187429","849.0 Square Feet","2007","$2,089.00","$449.00","$237.00 Monthly","Electricity","Electric baseboard units","Medical clinic, Highway, Golf, Hospital, Park, Bicycle path, Commuter train, Public transportation","Municipality","$13,500.00","$234,400.00","Sauna, Heated, Inground, Indoor, Common spa",,"Attached, Heated, Built-in, Single width","Garage","RESI",,"Municipality",,,,,,
"22194653","992.0 Square Feet","1991","$2,594.00","$510.00","$276.00 Monthly","Electricity","Electric baseboard units","Park, Bicycle path","Municipality","$50,000.00","$244,400.00","Heated",,"Heated, Single width","Garage","RESI",,"Municipality",,,,,,
"22213964","2,617 SF","1974","$6,120.00","$1,303.00",,"Natural gas",,"Park, Metro, Hospital, Public transportation, Bicycle path, Elementary school, High school, CEGEP","Municipality",,,"Heated, Inground, Common spa, Indoor","Stade Olympique, View of the mountain, View of the city","Heated, Single width, espace privatif dans espace commun","Garage : 1Garage : 1",,"N/A","Municipality",,,"$751,400.00",,,
"22226500","950.0 Square Feet",,"$0.00","$0.00","$285.00 Monthly","Electricity","Electric baseboard units","Highway, CEGEP, Hospital, Metro, Park, Bicycle path, Elementary school, High school, Commuter train, Public transportation, University","Municipality",,,"Phase 2","View of the water, View of the mountain, View of the city",,,"RESI",,"Municipality",,,,,,
"22232257",,"1950","$3,400.00","$640.00",,"Electricity",,"Public transportation, Park, Elementary school, High school, Highway","Municipality",,,,,,"Driveway : 2","Residential","4,550 SF","Municipality",,,"$354,600.00",,,
"22255758",,"1986","$4,781.00","$995.00",,"Electricity",,"Bicycle path, Park, Public transportation, High school, Elementary school, Highway","Municipality",,,,,"Heated, Built-in, Single width","Driveway : 1, Garage : 1","Residential","4,287.26 SF","Municipality",,,"$534,900.00",,,
"22268546","140.7 Square Metres","1909","$3,995.00","$1.00","$1.00 Monthly","Electricity","Electric baseboard units","Laurier street, Park, Bicycle path, Elementary school, High school, Public transportation","Municipality","$108,200.00","$416,800.00",,,,,"RESI",,"Municipality",,,,,,
"22278904",,,"$3,730.00","$767.00",,"Electricity","Convection baseboards, Electric baseboard units","Other, Highway, CEGEP, Golf, Hospital, Metro, Park, Bicycle path, Elementary school, High school, Cross-country skiing, Commuter train, Public transportation, University","Municipality","$107,000.00","$346,000.00",,,"Attached, Single width","Garage","RESI","186.00 Square Metres","Municipality","8.34 Metre","22.26 Metre",,,,
"22285722",,"1998","3791$ (2014)","1255$ (2014)",,,"Space heating baseboards, Electric baseboard units","Elementary school, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,,"Vignette, (1 place)","Residential",,"Municipality",,,"480,000$",,,
"22296803",,"1985","$2,558.00","$503.00",,"Electricity",,"Park, High school, Hospital, Metro, Bicycle path, Highway, CEGEP, University, Commuter train, Elementary school, Public transportation","Municipality",,,"Inground",,,"Driveway : 2, Carport : 1",,"3,644 SF irr.","Municipality",,,"$290,600.00",,,
"22302862",,"1988","2576$ (2014)","551$ (2014)",,,"Electric baseboard units","Bicycle path, Public transport","Municipal sewer",,,,,"Heated, Single width","Garage, (1 place)",,,"Municipality",,,"308,600$",,,
"22342122",,"1960","$4,560.00","$409.00",,"Electricity","Electric baseboard units",,"Municipality","$39,700.00","$190,500.00",,,,,"COMM, RESI","1610.00 Square Feet","Municipality","60.0 Feet","27.0 Feet",,,,
"22404250","5,468 SF","1973","$5,044.00","$922.00",,,,"Highway, Park, Elementary school, Public transportation, High school","Municipality",,,,,,,"Residential","4,455 SF","Municipality",,,"$549,500.00",,,
"22409420",,"1932","$4,460.00","$550.00",,"Electricity","Electric baseboard units",,"Municipality","$198,900.00","$181,100.00",,,,,"COMM, RESI",,"Municipality","143.0 Feet","48.0 Feet",,,,
"22424980",,"2012","1510$ (2014)","319$ (2014)",,,"Electric baseboard units","Highway, Hospital, Park - green area, Public transport","Municipal sewer",,,,,,,"Residential",,"Municipality",,,"182,300$",,,
"22437781","1,300 SF","2012",,,,"Electricity",,"CEGEP, Highway, Park, pharmacie, �piceries, restaurants, Public transportation, Elementary school, High school, Metro, Commuter train, University","Municipality",,,,"Panoramic","Heated, Built-in, Single width","Garage : 1Garage : 1",,"N/A","Municipality",,,,,,
"22446121",,"1958","$3,901.00","$735.00",,"Electricity",,"High school, Public transportation, Elementary school, Park, Bicycle path","Municipality",,,,,,,"Residential","5,350 SF","Municipality",,,"$411,300.00",,"Flat",
"22450253","1,750 SF","2000","$3,787.00","$731.00",,"Electricity",,"Park, High school, Highway, CEGEP, Elementary school, Public transportation","Municipality",,,"Salt Water, Heated, Above-ground",,"Built-in, Heated","Driveway : 1, Garage : 1",,"3,431 SF","Municipality",,,"$432,600.00",,,
"22461007","1,084 SF","2012","$1,995.00","$413.00",,"Electricity",,"Highway, High school, Park, Elementary school, Public transportation","Municipality",,,,,,,,"N/A","Municipality",,,"$241,000.00",,,
"22466867","554.0 Square Feet",,"$2,542.00","$475.00","$135.00 Monthly",,"Hot water, Electric baseboard units","Highway, CEGEP, Hospital, Metro, Park, Bicycle path, Elementary school, High school, Commuter train, Public transportation, University","Municipality",,,,,,,"RESI",,"Municipality",,,,,,
"22485513",,,"$1,297.00","$160.00",,,,,"None",,,,,,,"Residential","7,296 SF","None",,,,,,
"22504392",,"2009","$6,694.00","$1,366.00",,"Natural gas","Forced air","Golf, Park, Bicycle path, Elementary school, Public transportation","Municipality","$219,600.00","$688,200.00","Other, Heated, Inground","View of the water","Single width","Garage","RESI","183.00 Square Metres","Municipality",,,,,,
"22504437","669.52 SF","2007","$4.00","$4.00",,"Electricity",,,"Municipality",,,,,,"Driveway : 1",,"N/A","Municipality",,,"$12.00",,,
"22511552","1,044 SF","1988","$1,883.00","$387.00",,"Wood, Electricity",,"Highway, Bicycle path, Park, Elementary school, Hospital, Public transportation, Metro, High school","Municipality",,,,,"Built-in","Garage : 1Garage : 1",,"N/A","Municipality",,,"$228,500.00",,"Flat",
"22522385","700.0 Square Feet","2004","$1,938.00","$420.00","$262.00 Monthly","Electricity","Forced air","Highway, CEGEP, Golf, Park, Bicycle path, Elementary school, Cross-country skiing, Public transportation","Municipality","$46,800.00","$175,400.00",,,"Attached, Heated, Single width","GarageGarage","RESI",,"Municipality",,,,,,
"22527395",,"1944","$2,557.00","$536.00",,"Heating oil",,,"Municipality",,,,,,,,"3,899.76 SF","Municipality",,,"$319,000.00",,,
"22530344",,"2008","$7,959.00","$1,770.00",,"Natural gas","Forced air","Golf, Park, Bicycle path, Elementary school, Public transportation","Municipality","$390,100.00","$664,500.00",,,"Double width or more","Driveway, Garage","RESI","410.60 Square Metres","Municipality","40.86 Metre","15.05 Metre",,,,
"22533474",,"1991","7403$ (2014)","1644$ (2014)",,,,,"Municipal sewer",,,,"City, Water",,"Garage, (2 places)","Residential",,"Municipality",,,"925,300$",,,
"22547654","667.0 Square Feet","2011","$1,698.00","$366.00","$180.00 Monthly","Electricity","Electric baseboard units","Highway, CEGEP, Hospital, Metro, Park, Bicycle path, Elementary school, High school, Commuter train, Public transportation, University","Municipality","$25,900.00","$188,600.00","Heated, Indoor",,"Heated","GarageGarage","RESI",,"Municipality",,,,,,
"22550162","840.0 Square Feet",,"$0.00","$0.00","$252.00 Monthly","Electricity","Electric baseboard units","Highway, CEGEP, Hospital, Metro, Park, Bicycle path, Elementary school, High school, Commuter train, Public transportation, University","Municipality",,,"Phase 2","View of the water, View of the mountain, View of the city",,,"RESI",,"Municipality",,,,,,
"22560776",,"2002","5033$ (2014)","1105$ (2015)",,,"Electric baseboard units","Highway, Cegep, Hospital, Bicycle path, Public transport, University","Municipal sewer",,,,,"Attached, Heated, Single width","Garage, (1 place)","Residential",,"Municipality",,,"618,500$",,,
"22584470","1170.0 Square Feet","1921","$1,993.00","$415.00",,"Electricity","Electric baseboard units","Highway, Metro, Park, Bicycle path, Elementary school, High school, Public transportation","Municipality","$59,200.00","$170,200.00",,,,"Driveway","RESI","1591.40 Square Feet","Municipality","46.0 Feet","33.0 Feet",,,,
"22584664",,"1959","$3,449.00","$731.00",,"Electricity",,"Elementary school, Golf, High school, Park, CEGEP, Bicycle path, Public transportation, Commuter train, University, Metro, Cross-country skiing, Hospital, Highway","Municipality",,,,,"Tandem, Built-in","Driveway : 1, Garage : 2","Residential","2,049 SF","Municipality",,,"$411,100.00","Wood, Ceramic",,
"22587719","1,124 Square Feet","2014",,,"$2,964","Electricity","Electric baseboard units","Public transport, Park - green area","Municipal sewer",,,"Inground",,"Heated, Attached, Pool","Garage","Residential",,,,,,,,
"22591502",,"1999","$7,624.00","$1,532.00",,"Electricity",,"Highway, High school, Park, Public transportation, Commuter train, Elementary school","Municipality",,,,,"Built-in, Double width or more","Garage : 2, Driveway : 4",,"5,858 SF","Municipality",,,"$912,600.00",,,
"22624278","1,103 SF","CONS",,,,"Electricity",,"CEGEP, Hospital, Bicycle path, Public transportation, High school, Highway, University, Metro, Elementary school, Park","Municipality",,,,,,"Driveway : 1",,"N/A","Municipality",,,,,,
"22672382","1,121 SF","2004","$2,628.00","$564.00",,"Electricity",,"High school, Elementary school, Park, Bicycle path, Public transportation, Metro","Municipality",,,,,,"Driveway : 1",,"N/A","Municipality",,,"$289,800.00",,,
